[2026-02-19 01:58:49] | AUDIT | admin_panel | 1 | root | - | login_success | Login admin completato |  | {}
[2026-02-19 02:37:03] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /stats/export/json -> 200 |  | {"endpoint":"stats_export","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 02:37:03] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /stats/export/csv -> 200 |  | {"endpoint":"stats_export","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 02:37:03] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /logs/export/json -> 200 |  | {"endpoint":"logs_export","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 02:37:03] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /logs/export/csv -> 200 |  | {"endpoint":"logs_export","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 02:37:03] | AUDIT | admin_panel | 1 | adminrl | - | login_success | Login admin completato |  | {}
[2026-02-19 02:37:03] | AUDIT | admin_panel | 1 | adminrl | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 02:37:03] | AUDIT | admin_panel | 1 | adminrl | - | admin_request | GET /setup -> 302 |  | {"endpoint":"setup","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:06] | INFO | telegram_bot | 5555 | cb5555 | Callback | button | nav:home |  | {"callback":true}
[2026-02-19 17:55:06] | AUDIT | admin_panel | 1 | admin | - | login_success | Login admin completato |  | {}
[2026-02-19 17:55:06] | AUDIT | admin_panel | 1 | admin | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:06] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /dashboard -> 200 |  | {"endpoint":"dashboard","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:06] | AUDIT | admin_panel | 1 | admin | - | login_success | Login admin completato |  | {}
[2026-02-19 17:55:06] | AUDIT | admin_panel | 1 | admin | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:06] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /menu/export -> 200 |  | {"endpoint":"menu_export","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:06] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /menu -> 200 |  | {"endpoint":"menu_builder","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:06] | AUDIT | admin_panel | 1 | admin | - | admin_request | POST /menu/import -> 302 |  | {"endpoint":"menu_import","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:06] | INFO | telegram_bot | 4444 | cart4444 | Carlo | order_submit | 🛒 Nuova richiesta ordine

1. Cuffie Pro
   Quantità: 1
   Colore: Blu
   Pagamento: Carta
   Indirizzo: Via Roma 10, Milano
   Note: - |  | {"chat_id":1,"items":1}
[2026-02-19 17:55:06] | INFO | telegram_bot | 5555 | cb5555 | Callback | button | nav:home |  | {"callback":true}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | root | - | login_success | Login admin completato |  | {}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | root | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | root | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | root | - | settings_updated | Configurazione generale aggiornata |  | {}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | root | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | root | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | root2 | - | admin_username_changed | Username aggiornato da root a root2 |  | {}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | root2 | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | root2 | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | root2 | - | admin_password_changed | Password aggiornata |  | {}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | root2 | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | - | root2 | - | logout | Logout admin |  | {}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | root2 | - | login_success | Login admin completato |  | {}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | root2 | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | founder | - | login_success | Login admin completato |  | {}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | founder | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | founder | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | founder | - | admin_created | Creato admin operator |  | {"new_admin_id":2}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | founder | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | founder | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | founder | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | founder | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | SECURITY | admin_panel | 1 | founder | - | superadmin_transferred | Ruolo superadmin trasferito a operator |  | {"target_admin_id":2}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | founder | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | founder | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | SECURITY | admin_panel | 1 | founder | - | admin_deleted_self | Account admin eliminato volontariamente |  | {}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | login_success | Login admin completato |  | {}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | founder | - | login_success | Login admin completato |  | {}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | founder | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | founder | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | founder | - | admin_created | Creato admin operator |  | {"new_admin_id":2}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 1 | founder | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | - | founder | - | logout | Logout admin |  | {}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | login_success | Login admin completato |  | {}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | GET /chat -> 200 |  | {"endpoint":"chats","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | GET /utenti -> 200 |  | {"endpoint":"users_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | GET /utenti/sospesi -> 200 |  | {"endpoint":"banned_users_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | GET /dashboard -> 302 |  | {"endpoint":"dashboard","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | GET /menu -> 302 |  | {"endpoint":"menu_builder","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | GET /stats -> 302 |  | {"endpoint":"stats","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | GET /logs -> 302 |  | {"endpoint":"logs_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | GET /utenti -> 200 |  | {"endpoint":"users_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | SECURITY | admin_panel | 2 | operator | - | user_banned | Utente 7777 bannato dal pannello utenti |  | {"target_user_id":7777}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | POST /utenti/7777/sospensione -> 302 |  | {"endpoint":"user_suspend","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | GET /utenti/sospesi -> 200 |  | {"endpoint":"banned_users_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | GET /utenti/sospesi -> 200 |  | {"endpoint":"banned_users_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:07] | SECURITY | admin_panel | 2 | operator | - | user_unbanned | Utente 7777 sbannato dal pannello utenti |  | {"target_user_id":7777}
[2026-02-19 17:55:07] | AUDIT | admin_panel | 2 | operator | - | admin_request | POST /utenti/7777/sospensione -> 302 |  | {"endpoint":"user_suspend","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | founder | - | login_success | Login admin completato |  | {}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | founder | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | founder | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | founder | - | admin_created | Creato admin operator |  | {"new_admin_id":2}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | founder | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | founder | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | SECURITY | admin_panel | 1 | founder | - | admin_password_reset_by_superadmin | Password resettata per admin operator |  | {"target_admin_id":2}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | founder | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | - | founder | - | logout | Logout admin |  | {}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 2 | operator | - | login_success | Login admin completato |  | {}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 2 | operator | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | - | operator | - | logout | Logout admin |  | {}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | founder | - | login_success | Login admin completato |  | {}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | founder | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | founder | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | founder | - | admin_created | Creato admin helper |  | {"new_admin_id":3}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | founder | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | founder | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | SECURITY | admin_panel | 1 | founder | - | admin_deleted_by_superadmin | Eliminato account admin helper |  | {"target_admin_id":3}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | founder | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | login_success | Login admin completato |  | {}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /menu -> 200 |  | {"endpoint":"menu_builder","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | POST /menu/node/new -> 302 |  | {"endpoint":"menu_new_node","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /menu -> 200 |  | {"endpoint":"menu_builder","query":"node_id=10","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | POST /menu/node/10/button/add -> 302 |  | {"endpoint":"menu_add_button","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /menu -> 200 |  | {"endpoint":"menu_builder","query":"node_id=10","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | POST /menu/button/13/update -> 302 |  | {"endpoint":"menu_update_button","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | login_success | Login admin completato |  | {}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /chat/1 -> 200 |  | {"endpoint":"chat_detail","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /chat/1 -> 200 |  | {"endpoint":"chat_detail","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | POST /chat/1/reply -> 302 |  | {"endpoint":"chat_reply","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /chat/1 -> 200 |  | {"endpoint":"chat_detail","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /chat/1 -> 200 |  | {"endpoint":"chat_detail","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | POST /chat/1/close -> 302 |  | {"endpoint":"chat_close","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /chat/1 -> 200 |  | {"endpoint":"chat_detail","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | POST /chat/1/reopen -> 302 |  | {"endpoint":"chat_reopen","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | login_success | Login admin completato |  | {}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | INFO | telegram_bot | 6666 | cmd6666 | Cmd | command | /home |  | {"content_type":"text"}
[2026-02-19 17:55:08] | INFO | telegram_bot | 6666 | cmd6666 | Cmd | command | /close |  | {"content_type":"text"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | login_success | Login admin completato |  | {}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /dashboard -> 200 |  | {"endpoint":"dashboard","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:08] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /menu -> 200 |  | {"endpoint":"menu_builder","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:09] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /stats -> 200 |  | {"endpoint":"stats","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:09] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /logs -> 200 |  | {"endpoint":"logs_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:09] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /stats/export/json -> 200 |  | {"endpoint":"stats_export","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:09] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /stats/export/csv -> 200 |  | {"endpoint":"stats_export","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:09] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /logs/export/json -> 200 |  | {"endpoint":"logs_export","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:09] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /logs/export/csv -> 200 |  | {"endpoint":"logs_export","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:09] | AUDIT | admin_panel | 1 | adminrl | - | login_success | Login admin completato |  | {}
[2026-02-19 17:55:09] | AUDIT | admin_panel | 1 | adminrl | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:55:09] | AUDIT | admin_panel | 1 | adminrl | - | admin_request | GET /setup -> 302 |  | {"endpoint":"setup","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | admin | - | login_success | Login admin completato |  | {}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | admin | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /dashboard -> 200 |  | {"endpoint":"dashboard","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | admin | - | login_success | Login admin completato |  | {}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | admin | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /menu/export -> 200 |  | {"endpoint":"menu_export","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | admin | - | admin_request | GET /menu -> 200 |  | {"endpoint":"menu_builder","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | admin | - | admin_request | POST /menu/import -> 302 |  | {"endpoint":"menu_import","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | INFO | telegram_bot | 4444 | cart4444 | Carlo | order_submit | 🛒 Nuova richiesta ordine

1. Cuffie Pro
   Quantità: 1
   Colore: Blu
   Pagamento: Carta
   Indirizzo: Via Roma 10, Milano
   Note: - |  | {"chat_id":1,"items":1}
[2026-02-19 17:56:14] | INFO | telegram_bot | 5555 | cb5555 | Callback | button | nav:home |  | {"callback":true}
[2026-02-19 17:56:14] | INFO | telegram_bot | 5656 | btn5656 | Button | button | btn:42 |  | {"callback":true}
[2026-02-19 17:56:14] | INFO | telegram_bot | 5757 | safe5757 | Safe | button | nav:home |  | {"callback":true}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | root | - | login_success | Login admin completato |  | {}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | root | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | root | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | root | - | settings_updated | Configurazione generale aggiornata |  | {}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | root | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | root | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | root2 | - | admin_username_changed | Username aggiornato da root a root2 |  | {}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | root2 | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | root2 | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | root2 | - | admin_password_changed | Password aggiornata |  | {}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | root2 | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | - | root2 | - | logout | Logout admin |  | {}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | root2 | - | login_success | Login admin completato |  | {}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | root2 | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | founder | - | login_success | Login admin completato |  | {}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | founder | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | founder | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | founder | - | admin_created | Creato admin operator |  | {"new_admin_id":2}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | founder | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | founder | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | founder | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | founder | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | SECURITY | admin_panel | 1 | founder | - | superadmin_transferred | Ruolo superadmin trasferito a operator |  | {"target_admin_id":2}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | founder | - | admin_request | POST /impostazioni -> 302 |  | {"endpoint":"settings_page","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:14] | AUDIT | admin_panel | 1 | founder | - | admin_request | GET /impostazioni -> 200 |  | {"endpoint":"settings_page","query":"","status":200,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:15] | SECURITY | admin_panel | 1 | founder | - | admin_deleted_self | Account admin eliminato volontariamente |  | {}
[2026-02-19 17:56:15] | AUDIT | admin_panel | 2 | operator | - | login_success | Login admin completato |  | {}
[2026-02-19 17:56:15] | AUDIT | admin_panel | 2 | operator | - | admin_request | POST /login -> 302 |  | {"endpoint":"login","query":"","status":302,"remote_addr":"127.0.0.1"}
[2026-02-19 17:56:15] | AUDIT | admin_panel | 1 | founder | - | login_success | Login admin completato |  | {}
